Kind,Name,File,CountOutput,CountPath,CountInput
Function,ap_run_end_generation,mpm_common.c,1,3,7
Function,ap_run_error_log,log.c,1,3,7
Function,ap_run_expr_lookup,util_expr_eval.c,2,4,7
Function,ap_run_fixups,request.c,2,4,6
Function,ap_run_force_authn,request.c,2,4,6
Function,ap_run_generate_log_id,log.c,2,4,8
Function,ap_run_get_mgmt_items,core.c,2,4,7
Function,ap_run_get_suexec_identity,unixd.c,2,4,7
Function,ap_run_handler,config.c,2,4,6
Function,ap_run_header_parser,config.c,2,4,6
Function,ap_run_http_scheme,protocol.c,2,4,16
Function,ap_run_insert_error_filter,http_protocol.c,1,3,6
Function,ap_run_insert_filter,request.c,1,3,8
Function,ap_run_insert_network_bucket,core.c,2,4,8
Function,ap_run_log_transaction,protocol.c,2,4,7
Function,ap_run_map_to_storage,request.c,2,4,6
Function,ap_run_monitor,mpm_common.c,2,4,7
Function,ap_run_mpm,mpm_common.c,2,4,8
Function,ap_run_mpm_get_name,mpm_common.c,2,4,5
Function,ap_run_mpm_query,mpm_common.c,2,4,8
Function,ap_run_mpm_register_timed_callback,mpm_common.c,2,4,8
Function,ap_run_note_auth_failure,protocol.c,2,4,7
Function,ap_run_open_htaccess,config.c,2,4,10
Function,ap_run_open_logs,config.c,2,4,9
Function,ap_run_optional_fn_retrieve,config.c,1,3,5
Function,ap_run_post_config,config.c,2,4,9
Function,ap_run_post_perdir_config,request.c,2,4,6
Function,ap_run_post_read_request,protocol.c,2,4,7
Function,ap_run_pre_close_connection,connection.c,2,4,6
Function,ap_run_pre_config,config.c,2,4,8
Function,ap_run_pre_connection,connection.c,2,4,10
Function,ap_run_pre_mpm,scoreboard.c,2,4,7
Function,ap_run_pre_read_request,protocol.c,1,3,7
Function,ap_run_process_connection,connection.c,2,4,6
Function,ap_run_protocol_get,protocol.c,2,4,6
Function,ap_run_protocol_propose,protocol.c,2,4,10
Function,ap_run_protocol_switch,protocol.c,2,4,9
Function,ap_run_quick_handler,config.c,2,4,10
Function,ap_run_resume_connection,mpm_common.c,1,3,6
Function,ap_run_rewrite_args,config.c,1,3,5
Function,ap_run_session_decode,mod_session.c,2,4,7
Function,ap_run_session_encode,mod_session.c,2,4,7
Function,ap_run_session_load,mod_session.c,2,4,7
Function,ap_run_session_save,mod_session.c,2,4,7
Function,ap_run_status_hook,mod_status.c,3,4,5
Function,ap_run_sub_req,request.c,4,6,10
Function,ap_run_suspend_connection,mpm_common.c,1,3,6
Function,ap_run_test_config,config.c,1,3,7
Function,ap_run_translate_name,request.c,2,4,6
Function,ap_run_type_checker,request.c,2,4,6
Function,ap_run_watchdog_exit,mod_watchdog.c,2,4,8
Function,ap_run_watchdog_init,mod_watchdog.c,2,4,8
Function,ap_run_watchdog_need,mod_watchdog.c,2,4,9
Function,ap_run_watchdog_step,mod_watchdog.c,2,4,8
Function,ap_runtime_dir_relative,config.c,3,2,14
Function,ap_rvputs,protocol.c,5,6,14
Function,ap_rwrite,protocol.c,2,3,5
Function,ap_rxplus_compile,util_regex.c,13,1032,5
Function,ap_rxplus_exec,util_regex.c,10,6,11
Function,ap_rxplus_match,util_regex.c,2,2,8
Function,ap_rxplus_pmatch,util_regex.c,3,1,3
Function,ap_satisfies,core.c,2,2,4
Function,ap_save_brigade,util_filter.c,10,34,18
Function,ap_scan_http_field_content,util.c,1,2,4
Function,ap_scan_http_token,util.c,1,2,5
Function,ap_scan_script_header_err,util_script.c,2,1,3
Function,ap_scan_script_header_err_brigade,util_script.c,2,1,3
Function,ap_scan_script_header_err_brigade_ex,util_script.c,2,1,7
Function,ap_scan_script_header_err_core,util_script.c,2,1,4
Function,ap_scan_script_header_err_core_ex,util_script.c,28,1550,23
Function,ap_scan_script_header_err_ex,util_script.c,2,1,4
Function,ap_scan_script_header_err_strs,util_script.c,8,4,7
Function,ap_scan_script_header_err_strs_ex,util_script.c,8,4,8
Function,ap_scan_vchar_obstext,util.c,1,2,4
Function,ap_select_protocol,protocol.c,9,912,19
Function,ap_send_error_response,http_protocol.c,27,571,15
Function,ap_send_fd,protocol.c,5,2,8
Function,ap_send_http_options,http_protocol.c,3,2,5
Function,ap_send_http_trace,http_filters.c,18,103,21
Function,ap_send_interim_response,protocol.c,12,10,22
Function,ap_send_mmap,protocol.c,7,1,13
Function,ap_server_root_relative,config.c,2,2,47
Static Function,ap_session_get,mod_session.c,4,5,4
Static Function,ap_session_load,mod_session.c,14,67,22
Static Function,ap_session_save,mod_session.c,9,41,20
Static Function,ap_session_set,mod_session.c,6,7,5
Function,ap_set_accept_ranges,http_protocol.c,1,1,6
Static Function,ap_set_byterange,byterange_filter.c,21,319797,24
Function,ap_set_config_vectors,config.c,6,4,15
Function,ap_set_conn_count,scoreboard.c,1,2,7
Function,ap_set_content_length,protocol.c,4,1,14
Function,ap_set_content_type,http_protocol.c,3,3,38
Function,ap_set_context_info,core.c,2,4,8
Function,ap_set_core_module_config,util_debug.c,1,1,1
Function,ap_set_deprecated,config.c,1,1,3
Function,ap_set_document_root,core.c,1,1,4
Function,ap_set_etag,http_etag.c,4,5,7
Function,ap_set_extended_status,scoreboard.c,3,2,2
Function,ap_set_file_slot,config.c,4,2,6
Function,ap_set_flag_slot,config.c,1,1,5
Function,ap_set_flag_slot_char,config.c,1,1,4
Function,ap_set_int_slot,config.c,4,2,6
Function,ap_set_keepalive,http_protocol.c,13,7,17
Function,ap_set_last_modified,protocol.c,4,2,10
Function,ap_set_listenbacklog,listen.c,4,3,2
Function,ap_set_listencbratio,listen.c,4,3,2
Function,ap_set_listener,listen.c,7,13,6
Function,ap_set_module_config,util_debug.c,1,1,3
Function,ap_set_module_loglevel,config.c,4,3,8
Function,ap_set_mutex,util_mutex.c,18,76,6
Function,ap_set_name_virtual_host,vhost.c,2,3,7
Function,ap_set_receive_buffer_size,listen.c,4,3,2
Function,ap_set_reqtail,scoreboard.c,3,2,2
Function,ap_set_scoreboard,scoreboard.c,3,2,2
Function,ap_set_send_buffer_size,listen.c,4,3,2
Function,ap_set_server_protocol,core.c,1,1,4
Function,ap_set_string_slot,config.c,2,1,5
Function,ap_set_string_slot_lower,config.c,4,1,4
Function,ap_set_sub_req_protocol,protocol.c,23,2,11
Function,ap_setup_auth_internal,request.c,2,48,10
Function,ap_setup_client_block,http_filters.c,9,15,19
Function,ap_setup_listeners,listen.c,6,100,14
Function,ap_setup_make_content_type,protocol.c,4,4,3
Function,ap_setup_prelinked_modules,config.c,14,56,12
Function,ap_should_client_block,http_filters.c,1,2,7
Function,ap_show_directives,config.c,2,4,6
Function,ap_show_modules,config.c,1,2,3
Function,ap_show_mpm,mpm_common.c,2,2,5
Function,ap_shutdown_conn,connection.c,9,2,11
Function,ap_signal_server,mpm_unix.c,10,109,7
Function,ap_single_module_configure,config.c,5,4,7
Static Function,ap_siphash24,mod_session_crypto.c,1,18,4
Static Function,ap_siphash24_auth,mod_session_crypto.c,1,1,4
Function,ap_size_list_item,util.c,4,60,2
Static Function,ap_slotmem_shm_register_hook,mod_slotmem_shm.c,4,1,2
Function,ap_soak_end_container,config.c,9,24,8
Function,ap_sock_disable_nagle,mpm_common.c,2,3,6
Function,ap_some_auth_required,request.c,2,2,2
Function,ap_some_authn_required,request.c,6,9,2
Static Function,ap_ssi_get_tag_and_value,mod_include.c,6,3,16
Static Function,ap_ssi_parse_string,mod_include.c,15,161284,27
Function,ap_start_lingering_close,connection.c,6,4,3
Function,ap_state_query,core.c,1,4,18
Function,ap_str2_alnum,util.c,3,4,3
Function,ap_str_tolower,util.c,2,2,46
Function,ap_str_toupper,util.c,2,2,5
Function,ap_strcasecmp_match,util.c,2,12,4
Function,ap_strcasestr,util.c,2,14,6
Function,ap_strchr,util_debug.c,2,1,2
Function,ap_strchr_c,util_debug.c,2,1,2
Function,ap_strcmp_match,util.c,1,12,5
Function,ap_stripprefix,util.c,1,6,2
Function,ap_strrchr,util_debug.c,2,1,2
Function,ap_strrchr_c,util_debug.c,2,1,2
Function,ap_strstr,util_debug.c,2,1,2
Function,ap_strstr_c,util_debug.c,2,1,2
Function,ap_sub_req_lookup_dirent,request.c,24,1110,18
Function,ap_sub_req_lookup_file,request.c,19,110,16
Function,ap_sub_req_lookup_uri,request.c,2,1,18
Function,ap_sub_req_method_uri,request.c,13,14,10
Function,ap_sub_req_output_filter,request.c,7,4,13
Function,ap_suck_in_APR,main.c,1,1,1
Function,ap_switch_protocol,protocol.c,5,7,10
Function,ap_sys_privileges_handlers,core.c,2,1,3
Static Function,ap_terminate,unixd.c,3,1,2
Function,ap_time_process_request,scoreboard.c,5,6,12
Function,ap_timeout_parameter_parse,util.c,4,13,13
Function,ap_uname2id,mpm_common.c,5,4,8
Function,ap_unescape_all,util.c,2,1,1
Function,ap_unescape_url,util.c,2,1,18
Function,ap_unescape_url_keep2f,util.c,2,2,5
Function,ap_unescape_urlencoded,util.c,2,4,4
Static Function,ap_unix_create_privileged_process,unixd.c,7,21,13
Function,ap_unixd_accept,unixd.c,4,9,10
Function,ap_unixd_mpm_get_retained_data,unixd.c,5,2,4
Function,ap_unixd_mpm_set_signals,unixd.c,13,21870,9
Function,ap_unixd_set_global_mutex_perms,unixd.c,3,1,3
Function,ap_unixd_set_proc_mutex_perms,unixd.c,13,7,7
Function,ap_unixd_set_rlimit,unixd.c,12,36,18
Function,ap_unixd_setup_child,mod_unixd.c,9,21,8
Function,ap_unregister_extra_mpm_process,mpm_unix.c,5,6,8
Function,ap_update_child_status,scoreboard.c,2,2,13
Function,ap_update_child_status_descr,scoreboard.c,2,2,5
Function,ap_update_child_status_from_conn,scoreboard.c,2,2,7
Function,ap_update_child_status_from_indexes,scoreboard.c,2,2,9
Function,ap_update_child_status_from_server,scoreboard.c,2,2,6
Function,ap_update_global_status,scoreboard.c,2,2,5
Function,ap_update_mtime,request.c,2,2,10
Function,ap_update_sb_handle,scoreboard.c,3,1,3
Function,ap_update_vhost_from_headers,vhost.c,7,39,15
Function,ap_update_vhost_given_ip,vhost.c,5,3,6
Function,ap_varbuf_cfg_getline,util.c,9,248,10
Function,ap_varbuf_free,util.c,4,2,8
Function,ap_varbuf_grow,util.c,15,48,13
Function,ap_varbuf_init,util.c,7,1,9
Function,ap_varbuf_pdup,util.c,8,36,11
Function,ap_varbuf_regsub,util.c,2,1,7
Function,ap_varbuf_strmemcat,util.c,6,4,8
Function,ap_vhost_iterate_given_conn,vhost.c,1,10,10
Function,ap_vrprintf,protocol.c,8,4,8
Function,ap_wait_or_timeout,mpm_common.c,7,6,7
Function,ap_walk_config,config.c,5,3,17
Static Function,ap_walk_config_sub,config.c,11,9,17
Static Function,ap_watchdog_get_instance,mod_watchdog.c,9,3,7
Static Function,ap_watchdog_register_callback,mod_watchdog.c,12,3,9
Static Function,ap_watchdog_set_callback_interval,mod_watchdog.c,4,3,8
Function,ap_xml_parse_input,util_xml.c,14,392,31
Static Function,append_bucket,mod_sed.c,11,3,18
Static Function,append_to_genbuf,sed1.c,3,2,6
Static Function,append_to_holdbuf,sed1.c,4,2,7
Static Function,append_to_linebuf,sed1.c,3,1,5
Static Function,appendmem_to_linebuf,sed1.c,3,2,8
Static Function,apply_authz_sections,mod_authz_core.c,7,91,24
Static Function,apply_rewrite_cond,mod_rewrite.c,17,148,22
Static Function,apply_rewrite_list,mod_rewrite.c,15,525,27
Static Function,apply_rewrite_rule,mod_rewrite.c,28,7505,25
Static Function,apr_err,ab.c,4,2,8
Static Function,argstr_to_table,util_script.c,4,4,3
Static Function,argstr_to_table,mod_lbmethod_heartbeat.c,4,3,3
Static Function,arout,sed1.c,8,15,9
Static Function,arr_elts_close,config.c,2,1,4
Static Function,arr_elts_getstr,config.c,3,3,8
Static Function,array_alphasort,mod_cache_disk.c,2,1,3
Static Function,array_alphasort,mod_cache_socache.c,2,1,3
Static Function,array_close,mod_macro.c,3,1,5
Static Function,array_getch,mod_macro.c,10,5,13
Static Function,array_getstr,mod_macro.c,7,6,7
Static Function,atoq,mod_negotiation.c,2,13,2
Static Function,authaliassection,mod_authn_core.c,21,9,17
Static Function,authenticate_basic_fake,mod_auth_basic.c,7,11,18
Static Function,authenticate_basic_user,mod_auth_basic.c,17,3140,24
Static Function,authenticate_digest_user,mod_auth_digest.c,23,7239,44
Static Function,authenticate_form_authn,mod_auth_form.c,28,867,34
Static Function,authenticate_form_login_handler,mod_auth_form.c,8,16,23
Static Function,authenticate_form_logout_handler,mod_auth_form.c,6,5,17
Static Function,authenticate_form_post_config,mod_auth_form.c,8,10,10
Static Function,authenticate_form_redirect_handler,mod_auth_form.c,8,5,15
Static Function,authenticate_no_user,mod_authn_core.c,3,3,10
Static Function,authn_alias_check_password,mod_authn_core.c,7,3,14
Static Function,authn_alias_get_realm_hash,mod_authn_core.c,7,3,15
Static Function,authn_ap_auth_name,mod_authn_core.c,2,1,6
Static Function,authn_ap_auth_type,mod_authn_core.c,1,1,5
Static Function,authn_cache_child_init,mod_authn_socache.c,3,4,9
Static Function,authn_cache_dircfg_create,mod_authn_socache.c,5,1,3
Static Function,authn_cache_dircfg_merge,mod_authn_socache.c,5,8,8
Static Function,authn_cache_enable,mod_authn_socache.c,3,1,1
Static Function,authn_cache_post_config,mod_authn_socache.c,6,9,11
Static Function,authn_cache_precfg,mod_authn_socache.c,6,2,5
Static Function,authn_cache_setprovider,mod_authn_socache.c,5,2,5
Static Function,authn_cache_socache,mod_authn_socache.c,8,9,6
Static Function,authn_cache_timeout,mod_authn_socache.c,3,1,2
Static Function,authn_dbd_cr_conf,mod_authn_dbd.c,3,1,2
Static Function,authn_dbd_hooks,mod_authn_dbd.c,2,1,2
Static Function,authn_dbd_merge_conf,mod_authn_dbd.c,4,1,6
Static Function,authn_dbd_password,mod_authn_dbd.c,16,40,22
Static Function,authn_dbd_prepare,mod_authn_dbd.c,7,4,6
Static Function,authn_dbd_realm,mod_authn_dbd.c,16,28,22
Static Function,authn_ldap_build_filter,mod_authnz_ldap.c,10,385,15
Static Function,authn_ldap_check_password,mod_authnz_ldap.c,20,164,36
Static Function,authn_ldap_xlate_password,mod_authnz_ldap.c,6,3,5
Static Function,authnz_ldap_cleanup_connection_close,mod_authnz_ldap.c,2,1,5
Static Function,authnz_ldap_post_config,mod_authnz_ldap.c,14,22,13
Static Function,authorize_user,mod_authz_core.c,2,1,2
Static Function,authorize_user_core,mod_authz_core.c,5,19,20
Static Function,authorize_userless,mod_authz_core.c,2,1,2
Static Function,authz_alias_check_authorization,mod_authz_core.c,8,5,21
Static Function,authz_core_check_config,mod_authz_core.c,2,4,6
Static Function,authz_core_check_section,mod_authz_core.c,7,46,13
Static Function,authz_core_pre_config,mod_authz_core.c,2,1,1
Static Function,authz_dbd_cr_cfg,mod_authz_dbd.c,4,1,2
Static Function,authz_dbd_group_query,mod_authz_dbd.c,10,12,19
Static Function,authz_dbd_hooks,mod_authz_dbd.c,1,1,5
Static Function,authz_dbd_login,mod_authz_dbd.c,15,128,24
Static Function,authz_dbd_merge_cfg,mod_authz_dbd.c,5,1,7
Static Function,authz_dbd_prepare,mod_authz_dbd.c,7,4,6
Function,authz_dbd_run_client_login,mod_authz_dbd.c,3,4,6
Static Function,authz_dbm_getfns,mod_authz_dbm.c,2,1,1
Static Function,authz_groupfile_getfns,mod_authz_groupfile.c,2,1,1
Static Function,authz_host_post_config,mod_authz_host.c,2,1,1
Static Function,authz_host_pre_config,mod_authz_host.c,5,1,6
Static Function,authz_merge_sections,mod_authz_core.c,4,4,6
Static Function,authz_owner_get_file_group,mod_authz_owner.c,5,9,15
Static Function,authz_require_alias_section,mod_authz_core.c,23,19,22
Static Function,authz_some_auth_required,mod_authz_core.c,1,2,7
Static Function,backend_cleanup,mod_proxy_hcheck.c,6,6,14
Static Function,bail_out_on_error,mod_request.c,8,1,13
Static Function,bail_out_on_error,http_filters.c,14,5,15
Static Function,balancer_child_init,mod_proxy_balancer.c,5,11,20
Static Function,balancer_handler,mod_proxy_balancer.c,92,999999999,107
Static Function,balancer_post_config,mod_proxy_balancer.c,37,1042,31
Static Function,balancer_pre_config,mod_proxy_balancer.c,7,2,3
Static Function,base64_func,util_expr_eval.c,2,1,3
Static Function,basic_http_header,http_filters.c,13,313,20
Static Function,basic_http_header_check,http_filters.c,10,17,8
Static Function,best_match,mod_negotiation.c,15,492,10
Static Function,bndm,mod_include.c,1,7,7
Static Function,bndm_compile,mod_include.c,6,2,5
Static Function,brigade_append,mod_reqtimeout.c,8,6,11
Static Function,bucket_socket_ex_create,mod_proxy_scgi.c,8,1,4
Static Function,bucket_socket_ex_make,mod_proxy_scgi.c,6,1,4
Static Function,bucket_socket_ex_read,mod_proxy_scgi.c,16,12,9
Static Function,buffer_in_filter,mod_buffer.c,22,145,31
Static Function,buffer_out_filter,mod_buffer.c,18,391,27
Static Function,buffer_output,protocol.c,11,4,20
Static Function,c2x,util.c,2,1,9
Static Function,c2x,mod_rewrite.c,2,1,5
Function,cache_accept_headers,cache_storage.c,11,12,9
Static Function,cache_canonicalise_key,cache_storage.c,20,9661,28
Function,cache_check_freshness,cache_util.c,11,22036,37
Static Function,cache_control_remove,cache_util.c,5,11,5
Function,cache_create_entity,cache_storage.c,10,11,19
Static Function,cache_filter,mod_cache.c,4,4,18
Function,cache_generate_key_default,cache_storage.c,3,2,9
Static Function,cache_get_filter,mod_cache.c,1,3,6
Function,cache_get_providers,cache_util.c,4,14,19
Static Function,cache_handler,mod_cache.c,27,47,38
Static Function,cache_hash,cache_util.c,6,4,5
Static Function,cache_header_cmp,mod_cache.c,3,2,5
Function,cache_hook_cache_status,mod_cache.c,11,4,10
Function,cache_hook_get_cache_status,mod_cache.c,1,1,2
Static Function,cache_insert_error_filter,mod_cache.c,14,8,25
Function,cache_invalidate,cache_storage.c,10,1821,21
Static Function,cache_invalidate_filter,mod_cache.c,7,6,20
Function,cache_merge_headers_out,cache_util.c,5,6,8
Static Function,cache_negotiated_docs,mod_negotiation.c,4,1,3
Static Function,cache_out_filter,mod_cache.c,16,22,32
Static Function,cache_post_config,mod_cache.c,3,2,2
Static Function,cache_quick_handler,mod_cache.c,28,52,40
Function,cache_remove_lock,cache_util.c,7,20,17
Function,cache_remove_url,cache_storage.c,3,5,19
Static Function,cache_remove_url_filter,mod_cache.c,5,3,14
Static Function,cache_replace_filter,mod_cache.c,4,15,8
Function,cache_run_cache_status,mod_cache.c,2,4,14
Static Function,cache_save_filter,mod_cache.c,59,999999999,79
Static Function,cache_save_store,mod_cache.c,12,17,26
Function,cache_select,cache_storage.c,28,1858,25
Static Function,cache_socache_register_hook,mod_cache_socache.c,4,1,3
Static Function,cache_status,mod_cache.c,3,80,17
Function,cache_strqtok,cache_util.c,3,70,6
Function,cache_table_getm,cache_util.c,6,3,11
Static Function,cache_table_getm_do,cache_util.c,5,3,6
Static Function,cache_the_file,mod_file_cache.c,17,16,24
Function,cache_try_lock,cache_util.c,16,52,25
Function,cache_use_early_url,cache_util.c,1,3,10
Static Function,cached_explode,util_time.c,8,7,9
Static Function,cachefilehandle,mod_file_cache.c,2,1,2
Static Function,cachefilemmap,mod_file_cache.c,2,1,2
Static Function,cfg_close,util.c,2,1,2
Static Function,cfg_getch,util.c,2,1,3
Static Function,cfg_getstr,util.c,2,1,4
Static Function,cfg_trim_line,util.c,4,8,3
Static Function,cgid_child_errfn,mod_cgid.c,2,2,9
Static Function,cgid_handler,mod_cgid.c,48,168349,46
Static Function,cgid_init,mod_cgid.c,27,11,16
Static Function,cgid_maint,mod_cgid.c,7,16,13
Static Function,cgid_pre_config,mod_cgid.c,3,1,2
Static Function,cgid_server,mod_cgid.c,48,16142,33
Static Function,cgid_start,mod_cgid.c,16,5,11
Static Function,cgid_suexec_id_doer,mod_cgid.c,1,1,5
Static Function,checkRotate,rotatelogs.c,6,23,13
Static Function,check_anonymous,mod_authn_anon.c,5,25,23
Static Function,check_args,htpasswd.c,14,1082,11
Static Function,check_authn,mod_auth_form.c,7,448,24
Static Function,check_code,mod_expires.c,8,46,4
Static Function,check_config,mod_info.c,4,2,4
Static Function,check_dbm_pw,mod_authn_dbm.c,6,11,19
Static Function,check_dir_access,mod_access_compat.c,3,30,19
Static Function,check_errorlog_dir,core.c,8,11,11
Static Function,check_finalized,sed0.c,1,4,7
Static Function,check_header,http_filters.c,10,50,15
Static Function,check_headers,http_filters.c,4,1,7
Static Function,check_headers_recursion,http_filters.c,3,2,3
Static Function,check_headers_table,http_filters.c,3,5,7
Static Function,check_hostalias,vhost.c,4,38,12
Static Function,check_infinite_requests,worker.c,2,2,2
Static Function,check_log_dir,mod_log_config.c,7,7,13
Static Function,check_macro_arguments,mod_macro.c,7,17,12
Static Function,check_macro_contents,mod_macro.c,5,12,13
Static Function,check_macro_use_arguments,mod_macro.c,1,4,9
Static Function,check_nc,mod_auth_digest.c,7,12,19
Static Function,check_nonce,mod_auth_digest.c,11,13,21
Static Function,check_password,mod_authn_file.c,9,29,18
Static Function,check_password,mod_authn_socache.c,6,9,21
Static Function,check_serverpath,vhost.c,3,9,13
Static Function,check_signal,worker.c,1,2,2
Static Function,check_site,mod_auth_form.c,4,3,6
Static Function,check_speling,mod_speling.c,29,444,36
Static Function,check_string,mod_auth_form.c,3,2,11
Static Function,check_string,mod_session_dbd.c,3,2,7
Static Function,check_string,mod_session_cookie.c,3,2,7
Static Function,check_time_left,mod_reqtimeout.c,3,6,5
Static Function,child_errfn,mod_ext_filter.c,5,1,5
Static Function,child_init,mod_proxy.c,17,11,25
Static Function,child_main,worker.c,38,303,27
Static Function,clean_child_exit,worker.c,6,4,9
Static Function,clean_var_rec,mod_negotiation.c,21,1,2
Static Function,clean_warning_headers,mod_proxy_http.c,8,10,10
Static Function,cleanup_global_providers,provider.c,3,1,1
Static Function,cleanup_nonchild_process,mod_cgid.c,4,7,11
Static Function,cleanup_script,mod_cgid.c,2,1,4
Static Function,cleanup_slotmem,mod_slotmem_shm.c,6,3,8
Static Function,cleanup_tables,mod_auth_digest.c,10,32,10
Static Function,cleanup_tempfile_and_exit,htdigest.c,2,2,5
Static Function,clear_ctxpool,mod_sed.c,5,1,4
Static Function,clf_log_bytes_sent,mod_log_config.c,2,2,4
Static Function,close_connection,ab.c,18,11,20
Static Function,close_disk_cache_fd,mod_cache_disk.c,4,4,4
Static Function,close_handle_in_child,log.c,5,1,4
Static Function,close_listeners_on_exec,listen.c,2,1,1
Static Function,close_logfile,rotatelogs.c,3,2,8
Static Function,close_unix_socket,mod_cgid.c,2,1,4
Static Function,close_worker_sockets,worker.c,2,3,3
Static Function,cmd_lb_hb_storage,mod_lbmethod_heartbeat.c,4,2,7
Static Function,cmd_log_message,mod_log_debug.c,14,71,11
Static Function,cmd_parseflagfield,mod_rewrite.c,4,34,5
Static Function,cmd_rewritebase,mod_rewrite.c,3,4,4
Static Function,cmd_rewritecond,mod_rewrite.c,18,3724,22
Static Function,cmd_rewritecond_setflag,mod_rewrite.c,4,4,4
Static Function,cmd_rewriteengine,mod_rewrite.c,5,2,9
Static Function,cmd_rewritemap,mod_rewrite.c,29,42,19
Static Function,cmd_rewriteoptions,mod_rewrite.c,10,27,14
Static Function,cmd_rewriterule,mod_rewrite.c,22,44,14
Static Function,cmd_rewriterule_setflag,mod_rewrite.c,19,105,8
Static Function,cmd_servertype,mod_proxy_fcgi.c,3,3,2
Static Function,cmd_setenv,mod_proxy_fcgi.c,7,8,8
Static Function,cmp_module_name,mod_info.c,2,1,4
Static Function,cmp_provider_groups,mod_info.c,2,2,5
Static Function,cmp_provider_names,mod_info.c,2,1,4
Static Function,command,sed1.c,22,203,26
Function,command_errf,sed0.c,4,2,13
Static Function,commit_entity,mod_cache_disk.c,7,64,25
Static Function,commit_entity,mod_cache_socache.c,9,30,31
Static Function,compare_client_certs,util_ldap.c,2,5,8
Static Function,compare_lexicography,mod_rewrite.c,2,4,3
Static Function,compare_version,mod_version.c,5,73,6
Static Function,comperr,regexp.c,1,1,4
Static Function,compile_sed_expr,mod_sed.c,8,5,6
Static Function,comple,sed0.c,3,2,8
Static Function,compradre,ab.c,1,3,4
Static Function,comprando,ab.c,1,3,4
Static Function,compri,ab.c,1,3,5
Static Function,compsub,sed0.c,4,10,9
Static Function,compute_auth,mod_session_crypto.c,2,1,7
Static Function,compwait,ab.c,1,3,4
Static Function,conf_vector_length_pre_config,config.c,3,2,5
Static Function,config_log_transaction,mod_log_config.c,8,486,24
Static Function,config_perdir_create,mod_rewrite.c,13,3,3
Static Function,config_perdir_merge,mod_rewrite.c,13,6,13
Static Function,config_server_create,mod_rewrite.c,11,1,3
Static Function,config_server_merge,mod_rewrite.c,13,3,12
Static Function,configure_checkhandler,mod_dir.c,2,1,2
Static Function,configure_redirect,mod_dir.c,5,8,2
Static Function,configure_slash,mod_dir.c,2,1,2
Static Function,conn_pool_cleanup,proxy_util.c,3,1,1
Static Function,conn_var_fn,util_expr_eval.c,5,10,13
Static Function,connect_to_daemon,mod_cgid.c,13,18,21
Static Function,connection_cleanup,proxy_util.c,19,18,20
Static Function,connection_constructor,proxy_util.c,10,1,5
Static Function,connection_destructor,proxy_util.c,2,2,5
Static Function,connection_shutdown,proxy_util.c,6,11,11
Static Function,constant_item,mod_headers.c,1,1,2
Static Function,constant_item,mod_log_config.c,1,1,2
Static Function,construct_host_header,vhost.c,5,8,7
Static Function,construct_key,mod_authn_socache.c,8,6,12
Static Function,cookie_domain,mod_proxy.c,5,1,5
Static Function,cookie_path,mod_proxy.c,5,1,5
Static Function,copy_brigade_range,byterange_filter.c,9,156,13
Static Function,copy_request,scoreboard.c,4,7,12
Static Function,copy_to_genbuf,sed1.c,3,2,5
Static Function,copy_to_holdbuf,sed1.c,3,1,4
Static Function,copy_to_linebuf,sed1.c,3,1,5
Static Function,copy_uri_components,mod_auth_digest.c,11,32,12
Static Function,copyright,ab.c,1,2,2
Static Function,core_check_config,core.c,2,3,4
Static Function,core_child_init,core.c,5,2,3
Static Function,core_create_conn,core.c,18,5,15
Static Function,core_create_proxy_req,core.c,2,1,1
Static Function,core_create_req,core.c,9,2,10
Static Function,core_dirwalk_stat,core.c,2,1,6
Static Function,core_dump_config,core.c,9,21,12
Static Function,core_expr_lookup,util_expr_eval.c,10,41,16
Static Function,core_generate_log_id,log.c,7,4,7
Static Function,core_insert_filter,core.c,3,9,7
Static Function,core_insert_network_bucket,core.c,5,1,9
Static Function,core_map_to_storage,core.c,3,3,2
Static Function,core_optional_fn_retrieve,core.c,1,1,1
Static Function,core_opts_merge,request.c,7,9,12
Static Function,core_override_type,core.c,11,28,16
Static Function,core_post_config,core.c,13,3,7
Static Function,core_pre_config,core.c,6,2,3
Static Function,core_pre_connection,core.c,12,9,13
Static Function,core_upgrade_handler,core.c,19,11,17
Static Function,core_upgrade_storage,core.c,2,2,4
Static Function,count_directives_sub,config.c,2,5,6
Static Function,cpystrn,log.c,2,2,10
Static Function,create_access_compat_dir_config,mod_access_compat.c,8,4,3
Static Function,create_action_dir_config,mod_actions.c,5,1,2
Static Function,create_alias_config,mod_alias.c,6,1,2
Static Function,create_alias_dir_config,mod_alias.c,5,1,2
Static Function,create_argv,mod_cgid.c,8,128,7
Static Function,create_auth_basic_dir_config,mod_auth_basic.c,4,1,2
Static Function,create_auth_form_dir_config,mod_auth_form.c,12,1,3
Static Function,create_authn_alias_svr_config,mod_authn_core.c,5,1,2
Static Function,create_authn_anon_dir_config,mod_authn_anon.c,8,1,2
Static Function,create_authn_core_dir_config,mod_authn_core.c,3,1,2
Static Function,create_authn_dbm_dir_config,mod_authn_dbm.c,4,1,2
Static Function,create_authn_file_dir_config,mod_authn_file.c,3,1,2
Static Function,create_authnz_ldap_dir_config,mod_authnz_ldap.c,23,1,3
Static Function,create_authz_core_dir_config,mod_authz_core.c,7,1,3
