Kind,Name,File,CountOutput,CountPath,CountInput
Private Method,"DataStructures.Lists.SearchSinglyLinkedListRecursion.searchRecursion",SearchSinglyLinkedListRecursion.java,1,1,5
Public Constructor,"DataStructures.Lists.SinglyLinkedList.SinglyLinkedList",SinglyLinkedList.java,3,1,2
Public Constructor,"DataStructures.Lists.SinglyLinkedList.SinglyLinkedList",SinglyLinkedList.java,3,1,3
Public Method,"DataStructures.Lists.SinglyLinkedList.checkBounds",SinglyLinkedList.java,1,2,6
Public Method,"DataStructures.Lists.SinglyLinkedList.clear",SinglyLinkedList.java,2,2,3
Public Method,"DataStructures.Lists.SinglyLinkedList.count",SinglyLinkedList.java,1,2,3
Public Method,"DataStructures.Lists.SinglyLinkedList.delete",SinglyLinkedList.java,1,1,2
Public Method,"DataStructures.Lists.SinglyLinkedList.deleteHead",SinglyLinkedList.java,1,1,1
Public Method,"DataStructures.Lists.SinglyLinkedList.deleteNth",SinglyLinkedList.java,4,3,7
Public Method,"DataStructures.Lists.SinglyLinkedList.getHead",SinglyLinkedList.java,1,1,4
Public Method,"DataStructures.Lists.SinglyLinkedList.getNth",SinglyLinkedList.java,2,2,6
Public Method,"DataStructures.Lists.SinglyLinkedList.insert",SinglyLinkedList.java,1,1,6
Public Method,"DataStructures.Lists.SinglyLinkedList.insertHead",SinglyLinkedList.java,1,1,2
Public Method,"DataStructures.Lists.SinglyLinkedList.insertNth",SinglyLinkedList.java,5,4,8
Public Method,"DataStructures.Lists.SinglyLinkedList.isEmpty",SinglyLinkedList.java,1,1,2
Public Static Method,"DataStructures.Lists.SinglyLinkedList.main",SinglyLinkedList.java,15,2,1
Public Method,"DataStructures.Lists.SinglyLinkedList.search",SinglyLinkedList.java,1,3,5
Public Method,"DataStructures.Lists.SinglyLinkedList.size",SinglyLinkedList.java,1,1,3
Public Method,"DataStructures.Lists.SinglyLinkedList.toString",SinglyLinkedList.java,4,2,5
Public Method,"DataStructures.Queues.GenericArrayListQueue.add",GenericArrayListQueue.java,2,1,3
Private Method,"DataStructures.Queues.GenericArrayListQueue.hasElements",GenericArrayListQueue.java,2,1,3
Public Static Method,"DataStructures.Queues.GenericArrayListQueue.main",GenericArrayListQueue.java,4,1,1
Public Method,"DataStructures.Queues.GenericArrayListQueue.peek",GenericArrayListQueue.java,3,2,2
Public Method,"DataStructures.Queues.GenericArrayListQueue.poll",GenericArrayListQueue.java,3,2,2
Public Constructor,"DataStructures.Queues.LinkedQueue.LinkedQueue",LinkedQueue.java,4,1,1
Public Constructor,"DataStructures.Queues.LinkedQueue.Node.Node",LinkedQueue.java,2,1,1
Public Constructor,"DataStructures.Queues.LinkedQueue.Node.Node",LinkedQueue.java,2,1,3
Public Constructor,"DataStructures.Queues.LinkedQueue.Node.Node",LinkedQueue.java,3,1,3
Public Method,"DataStructures.Queues.LinkedQueue.clear",LinkedQueue.java,2,2,1
Public Method,"DataStructures.Queues.LinkedQueue.dequeue",LinkedQueue.java,6,4,6
Public Method,"DataStructures.Queues.LinkedQueue.enqueue",LinkedQueue.java,5,1,2
Public Method,"DataStructures.Queues.LinkedQueue.isEmpty",LinkedQueue.java,1,1,7
Public Static Method,"DataStructures.Queues.LinkedQueue.main",LinkedQueue.java,9,1,1
Public Method,"DataStructures.Queues.LinkedQueue.peekFront",LinkedQueue.java,3,2,4
Public Method,"DataStructures.Queues.LinkedQueue.peekRear",LinkedQueue.java,3,2,3
Public Method,"DataStructures.Queues.LinkedQueue.size",LinkedQueue.java,1,1,2
Public Method,"DataStructures.Queues.LinkedQueue.toString",LinkedQueue.java,8,3,3
Public Constructor,"DataStructures.Queues.PriorityQueue.PriorityQueue",PriorityQueues.java,4,1,2
Public Method,"DataStructures.Queues.PriorityQueue.getSize",PriorityQueues.java,1,1,1
Public Method,"DataStructures.Queues.PriorityQueue.insert",PriorityQueues.java,4,3,4
Public Method,"DataStructures.Queues.PriorityQueue.isEmpty",PriorityQueues.java,1,1,1
Public Method,"DataStructures.Queues.PriorityQueue.isFull",PriorityQueues.java,1,1,3
Public Method,"DataStructures.Queues.PriorityQueue.peek",PriorityQueues.java,1,1,2
Public Method,"DataStructures.Queues.PriorityQueue.remove",PriorityQueues.java,2,1,3
Public Static Method,"DataStructures.Queues.PriorityQueues.main",PriorityQueues.java,4,2,1
Public Constructor,"DataStructures.Queues.Queue.Queue",Queues.java,2,1,1
Public Constructor,"DataStructures.Queues.Queue.Queue",Queues.java,6,1,3
Public Method,"DataStructures.Queues.Queue.getSize",Queues.java,1,1,1
Public Method,"DataStructures.Queues.Queue.insert",Queues.java,5,2,4
Public Method,"DataStructures.Queues.Queue.isEmpty",Queues.java,1,1,2
Public Method,"DataStructures.Queues.Queue.isFull",Queues.java,1,1,4
Public Method,"DataStructures.Queues.Queue.peekFront",Queues.java,1,1,3
Public Method,"DataStructures.Queues.Queue.peekRear",Queues.java,1,1,3
Public Method,"DataStructures.Queues.Queue.remove",Queues.java,4,2,4
Public Method,"DataStructures.Queues.Queue.toString",Queues.java,7,3,5
Public Static Method,"DataStructures.Queues.Queues.main",Queues.java,10,1,1
Public Static Method,"DataStructures.Stacks.BalancedBrackets.isBalanced",BalancedBrackets.java,8,10,3
Public Static Method,"DataStructures.Stacks.BalancedBrackets.isPaired",BalancedBrackets.java,1,3,3
Public Static Method,"DataStructures.Stacks.BalancedBrackets.main",BalancedBrackets.java,1,1,0
Private Static Method,"DataStructures.Stacks.DecimalToAnyUsingStack.convert",DecimalToAnyUsingStack.java,10,4,3
Public Static Method,"DataStructures.Stacks.DecimalToAnyUsingStack.main",DecimalToAnyUsingStack.java,2,1,0
Public Static Method,"DataStructures.Stacks.InfixToPostfix.infix2PostFix",InfixToPostfix.java,15,28,2
Public Static Method,"DataStructures.Stacks.InfixToPostfix.main",InfixToPostfix.java,2,1,0
Private Static Method,"DataStructures.Stacks.InfixToPostfix.precedence",InfixToPostfix.java,1,4,2
Public Constructor,"DataStructures.Stacks.LinkedListStack.LinkedListStack",StackOfLinkedList.java,3,1,1
Public Method,"DataStructures.Stacks.LinkedListStack.getSize",StackOfLinkedList.java,1,1,2
Public Method,"DataStructures.Stacks.LinkedListStack.isEmpty",StackOfLinkedList.java,1,1,1
Public Method,"DataStructures.Stacks.LinkedListStack.peek",StackOfLinkedList.java,2,2,4
Public Method,"DataStructures.Stacks.LinkedListStack.pop",StackOfLinkedList.java,4,2,5
Public Method,"DataStructures.Stacks.LinkedListStack.push",StackOfLinkedList.java,5,1,3
Public Method,"DataStructures.Stacks.LinkedListStack.toString",StackOfLinkedList.java,7,2,3
Public Constructor,"DataStructures.Stacks.Node.Node",StackOfLinkedList.java,3,1,2
Public Constructor,"DataStructures.Stacks.NodeStack.NodeStack",NodeStack.java,1,1,1
Private Constructor,"DataStructures.Stacks.NodeStack.NodeStack",NodeStack.java,2,1,2
Private Method,"DataStructures.Stacks.NodeStack.getData",NodeStack.java,1,1,4
Private Method,"DataStructures.Stacks.NodeStack.getHead",NodeStack.java,1,1,1
Private Method,"DataStructures.Stacks.NodeStack.getNext",NodeStack.java,1,1,1
Private Method,"DataStructures.Stacks.NodeStack.getPrevious",NodeStack.java,1,1,2
Private Static Method,"DataStructures.Stacks.NodeStack.getSize",NodeStack.java,1,1,5
Public Method,"DataStructures.Stacks.NodeStack.isEmpty",NodeStack.java,2,1,1
Public Static Method,"DataStructures.Stacks.NodeStack.main",NodeStack.java,6,1,1
Public Method,"DataStructures.Stacks.NodeStack.peek",NodeStack.java,2,1,2
Public Method,"DataStructures.Stacks.NodeStack.pop",NodeStack.java,7,1,2
Public Method,"DataStructures.Stacks.NodeStack.print",NodeStack.java,3,2,4
Public Method,"DataStructures.Stacks.NodeStack.push",NodeStack.java,7,2,3
Private Method,"DataStructures.Stacks.NodeStack.setData",NodeStack.java,1,1,1
Private Static Method,"DataStructures.Stacks.NodeStack.setHead",NodeStack.java,1,1,3
Private Method,"DataStructures.Stacks.NodeStack.setNext",NodeStack.java,1,1,3
Private Method,"DataStructures.Stacks.NodeStack.setPrevious",NodeStack.java,1,1,2
Private Static Method,"DataStructures.Stacks.NodeStack.setSize",NodeStack.java,1,1,3
Public Method,"DataStructures.Stacks.NodeStack.size",NodeStack.java,2,1,0
Public Constructor,"DataStructures.Stacks.StackArray.StackArray",StackArray.java,2,1,1
Public Constructor,"DataStructures.Stacks.StackArray.StackArray",StackArray.java,4,1,4
Public Method,"DataStructures.Stacks.StackArray.isEmpty",StackArray.java,1,1,4
Public Method,"DataStructures.Stacks.StackArray.isFull",StackArray.java,1,1,4
Public Static Method,"DataStructures.Stacks.StackArray.main",StackArray.java,7,1,0
Public Method,"DataStructures.Stacks.StackArray.makeEmpty",StackArray.java,1,1,0
Public Method,"DataStructures.Stacks.StackArray.peek",StackArray.java,3,2,4
Public Method,"DataStructures.Stacks.StackArray.pop",StackArray.java,5,3,5
Public Method,"DataStructures.Stacks.StackArray.push",StackArray.java,4,2,4
Private Method,"DataStructures.Stacks.StackArray.resize",StackArray.java,2,2,5
Public Method,"DataStructures.Stacks.StackArray.size",StackArray.java,1,1,2
Public Constructor,"DataStructures.Stacks.StackArrayList.StackArrayList",StackArrayList.java,3,1,1
Public Method,"DataStructures.Stacks.StackArrayList.isEmpty",StackArrayList.java,2,1,4
Public Static Method,"DataStructures.Stacks.StackArrayList.main",StackArrayList.java,6,8,0
Public Method,"DataStructures.Stacks.StackArrayList.peek",StackArrayList.java,5,2,2
Public Method,"DataStructures.Stacks.StackArrayList.pop",StackArrayList.java,5,2,2
Public Method,"DataStructures.Stacks.StackArrayList.push",StackArrayList.java,1,1,3
Public Method,"DataStructures.Stacks.StackArrayList.size",StackArrayList.java,2,1,2
Public Static Method,"DataStructures.Stacks.StackOfLinkedList.main",StackOfLinkedList.java,7,1,1
Constructor,"DataStructures.Trees.AVLTree.Node.Node",AVLTree.java,3,1,3
Private Method,"DataStructures.Trees.AVLTree.delete",AVLTree.java,5,7,6
Public Method,"DataStructures.Trees.AVLTree.delete",AVLTree.java,1,4,5
Private Method,"DataStructures.Trees.AVLTree.height",AVLTree.java,1,2,5
Public Method,"DataStructures.Trees.AVLTree.insert",AVLTree.java,6,6,6
Public Static Method,"DataStructures.Trees.AVLTree.main",AVLTree.java,4,2,1
Public Method,"DataStructures.Trees.AVLTree.printBalance",AVLTree.java,1,1,2
Private Method,"DataStructures.Trees.AVLTree.printBalance",AVLTree.java,1,2,6
Private Method,"DataStructures.Trees.AVLTree.rebalance",AVLTree.java,7,10,7
Private Method,"DataStructures.Trees.AVLTree.reheight",AVLTree.java,3,2,4
Private Method,"DataStructures.Trees.AVLTree.rotateLeft",AVLTree.java,5,6,7
Private Method,"DataStructures.Trees.AVLTree.rotateLeftThenRight",AVLTree.java,4,1,3
Private Method,"DataStructures.Trees.AVLTree.rotateRight",AVLTree.java,5,6,7
Private Method,"DataStructures.Trees.AVLTree.rotateRightThenLeft",AVLTree.java,4,1,3
Public Method,"DataStructures.Trees.AVLTree.search",AVLTree.java,2,2,2
Private Method,"DataStructures.Trees.AVLTree.searchHelper",AVLTree.java,1,3,6
Private Method,"DataStructures.Trees.AVLTree.setBalance",AVLTree.java,3,2,6
Public Constructor,"DataStructures.Trees.BinaryTree.BinaryTree",BinaryTree.java,2,1,0
Public Constructor,"DataStructures.Trees.BinaryTree.Node.Node",BinaryTree.java,5,1,2
Public Method,"DataStructures.Trees.BinaryTree.find",BinaryTree.java,1,6,7
Public Method,"DataStructures.Trees.BinaryTree.findSuccessor",BinaryTree.java,1,3,4
Public Method,"DataStructures.Trees.BinaryTree.getRoot",BinaryTree.java,1,1,1
Public Method,"DataStructures.Trees.BinaryTree.inOrder",BinaryTree.java,1,2,5
Public Method,"DataStructures.Trees.BinaryTree.postOrder",BinaryTree.java,1,2,5
Public Method,"DataStructures.Trees.BinaryTree.preOrder",BinaryTree.java,1,2,5
Public Method,"DataStructures.Trees.BinaryTree.put",BinaryTree.java,6,3,3
Public Method,"DataStructures.Trees.BinaryTree.remove",BinaryTree.java,7,19,6
Public Constructor,"DataStructures.Trees.GenericTree.GenericTree",GenericTree.java,4,1,1
Private Method,"DataStructures.Trees.GenericTree.create_treeG",GenericTree.java,6,4,7
Public Method,"DataStructures.Trees.GenericTree.depth",GenericTree.java,3,3,6
Public Method,"DataStructures.Trees.GenericTree.depthcaller",GenericTree.java,1,1,2
Public Method,"DataStructures.Trees.GenericTree.display",GenericTree.java,1,1,1
Private Method,"DataStructures.Trees.GenericTree.display_1",GenericTree.java,4,4,5
Private Method,"DataStructures.Trees.GenericTree.find",GenericTree.java,3,4,5
Public Method,"DataStructures.Trees.GenericTree.findcall",GenericTree.java,2,1,2
Private Method,"DataStructures.Trees.GenericTree.height",GenericTree.java,3,3,3
Public Method,"DataStructures.Trees.GenericTree.heightcall",GenericTree.java,2,1,1
Public Method,"DataStructures.Trees.GenericTree.levelorder",GenericTree.java,9,3,4
Private Method,"DataStructures.Trees.GenericTree.max",GenericTree.java,3,4,5
Public Method,"DataStructures.Trees.GenericTree.maxcall",GenericTree.java,2,1,2
Private Method,"DataStructures.Trees.GenericTree.postorder",GenericTree.java,3,2,5
Public Method,"DataStructures.Trees.GenericTree.postordercall",GenericTree.java,2,1,2
Private Method,"DataStructures.Trees.GenericTree.preorder",GenericTree.java,3,2,5
Public Method,"DataStructures.Trees.GenericTree.preordercall",GenericTree.java,2,1,2
Private Method,"DataStructures.Trees.GenericTree.removeleaves",GenericTree.java,5,6,3
Public Method,"DataStructures.Trees.GenericTree.removeleavescall",GenericTree.java,1,1,1
Public Method,"DataStructures.Trees.GenericTree.size2",GenericTree.java,3,2,3
Public Method,"DataStructures.Trees.GenericTree.size2call",GenericTree.java,2,1,1
Public Constructor,"DataStructures.Trees.LevelOrderTraversal.LevelOrderTraversal",LevelOrderTraversal.java,2,1,1
Public Constructor,"DataStructures.Trees.LevelOrderTraversal.Node.Node",LevelOrderTraversal.java,4,1,1
Method,"DataStructures.Trees.LevelOrderTraversal.height",LevelOrderTraversal.java,2,2,4
Method,"DataStructures.Trees.LevelOrderTraversal.printGivenLevel",LevelOrderTraversal.java,1,4,7
Method,"DataStructures.Trees.LevelOrderTraversal.printLevelOrder",LevelOrderTraversal.java,2,2,1
Public Constructor,"DataStructures.Trees.LevelOrderTraversalQueue.Node.Node",LevelOrderTraversalQueue.java,4,1,1
Method,"DataStructures.Trees.LevelOrderTraversalQueue.printLevelOrder",LevelOrderTraversalQueue.java,5,5,5
Public Constructor,"DataStructures.Trees.Node.Node",TreeTraversal.java,2,1,3
Public Method,"DataStructures.Trees.Node.insert",TreeTraversal.java,3,4,5
Public Method,"DataStructures.Trees.Node.printInOrder",TreeTraversal.java,1,4,5
Public Method,"DataStructures.Trees.Node.printLevelOrder",TreeTraversal.java,5,5,5
Public Method,"DataStructures.Trees.Node.printPostOrder",TreeTraversal.java,1,4,5
Public Method,"DataStructures.Trees.Node.printPreOrder",TreeTraversal.java,1,4,5
Public Static Method,"DataStructures.Trees.PrintTopViewofTree.main",PrintTopViewofTree.java,6,1,1
Public Constructor,"DataStructures.Trees.QItem.QItem",PrintTopViewofTree.java,3,1,3
Constructor,"DataStructures.Trees.RedBlackBST.Node.Node",RedBlackBST.java,2,1,3
Method,"DataStructures.Trees.RedBlackBST.delete",RedBlackBST.java,9,9,9
Public Method,"DataStructures.Trees.RedBlackBST.deleteDemo",RedBlackBST.java,10,2,3
Method,"DataStructures.Trees.RedBlackBST.deleteFixup",RedBlackBST.java,6,25,9
Private Method,"DataStructures.Trees.RedBlackBST.findNode",RedBlackBST.java,1,7,8
Private Method,"DataStructures.Trees.RedBlackBST.fixTree",RedBlackBST.java,5,9,9
Private Method,"DataStructures.Trees.RedBlackBST.insert",RedBlackBST.java,6,7,9
Public Method,"DataStructures.Trees.RedBlackBST.insertDemo",RedBlackBST.java,8,3,3
Public Method,"DataStructures.Trees.RedBlackBST.printTree",RedBlackBST.java,1,2,12
Public Method,"DataStructures.Trees.RedBlackBST.printTreepre",RedBlackBST.java,2,2,11
Method,"DataStructures.Trees.RedBlackBST.rotateLeft",RedBlackBST.java,4,5,8
Method,"DataStructures.Trees.RedBlackBST.rotateRight",RedBlackBST.java,4,5,8
Method,"DataStructures.Trees.RedBlackBST.transplant",RedBlackBST.java,4,3,6
Method,"DataStructures.Trees.RedBlackBST.treeMinimum",RedBlackBST.java,1,2,4
Public Constructor,"DataStructures.Trees.Tree.Tree",PrintTopViewofTree.java,2,1,0
Public Constructor,"DataStructures.Trees.Tree.Tree",PrintTopViewofTree.java,2,1,2
Public Method,"DataStructures.Trees.Tree.printTopView",PrintTopViewofTree.java,9,10,8
Public Constructor,"DataStructures.Trees.TreeNode.TreeNode",PrintTopViewofTree.java,4,1,2
Public Static Method,"DataStructures.Trees.TreeTraversal.main",TreeTraversal.java,8,1,1
Public Constructor,"DataStructures.Trees.TrieImp.TrieImp",TrieImp.java,3,1,1
Public Constructor,"DataStructures.Trees.TrieImp.TrieNode.TrieNode",TrieImp.java,3,1,2
Public Method,"DataStructures.Trees.TrieImp.delete",TrieImp.java,4,5,5
Public Method,"DataStructures.Trees.TrieImp.insert",TrieImp.java,5,3,4
Public Static Method,"DataStructures.Trees.TrieImp.isValid",TrieImp.java,2,1,2
Public Static Method,"DataStructures.Trees.TrieImp.main",TrieImp.java,10,14,1
Public Method,"DataStructures.Trees.TrieImp.search",TrieImp.java,3,3,5
Public Static Method,"DataStructures.Trees.TrieImp.sop",TrieImp.java,1,1,3
Public Constructor,"DataStructures.Trees.ValidBSTOrNot.Node.Node",ValidBSTOrNot.java,4,1,1
Method,"DataStructures.Trees.ValidBSTOrNot.isBST",ValidBSTOrNot.java,2,1,3
Method,"DataStructures.Trees.ValidBSTOrNot.isBSTUtil",ValidBSTOrNot.java,1,3,7
Public Static Method,"DynamicProgramming.BoardPath.bpIS",BoardPath.java,2,3,3
Public Static Method,"DynamicProgramming.BoardPath.bpR",BoardPath.java,1,4,2
Public Static Method,"DynamicProgramming.BoardPath.bpRS",BoardPath.java,2,5,3
Public Static Method,"DynamicProgramming.BoardPath.endAlgo",BoardPath.java,3,1,2
Public Static Method,"DynamicProgramming.BoardPath.startAlgo",BoardPath.java,2,1,0
Public Static Method,"DynamicProgramming.CoinChange.change",CoinChange.java,1,3,3
Public Static Method,"DynamicProgramming.CoinChange.main",CoinChange.java,3,1,1
Public Static Method,"DynamicProgramming.CoinChange.minimumCoins",CoinChange.java,1,10,4
Public Static Method,"DynamicProgramming.CoinChange.printAmount",CoinChange.java,2,2,3
Public Static Method,"DynamicProgramming.EditDistance.main",EditDistance.java,5,1,2
Public Static Method,"DynamicProgramming.EditDistance.minDistance",EditDistance.java,3,16,3
Public Static Method,"DynamicProgramming.EggDropping.main",EggDropping.java,2,1,1
Private Static Method,"DynamicProgramming.EggDropping.minTrials",EggDropping.java,2,20,4
Public Static Method,"DynamicProgramming.Fibonacci.fibBotUp",Fibonacci.java,4,3,2
Public Static Method,"DynamicProgramming.Fibonacci.fibMemo",Fibonacci.java,4,3,3
Public Static Method,"DynamicProgramming.Fibonacci.fibOptimized",Fibonacci.java,1,3,2
Public Static Method,"DynamicProgramming.Fibonacci.main",Fibonacci.java,7,1,2
Public Static Method,"DynamicProgramming.FordFulkerson.main",FordFulkerson.java,4,1,2
Private Static Method,"DynamicProgramming.FordFulkerson.networkFlow",FordFulkerson.java,17,65,8
Static Method,"DynamicProgramming.KadaneAlgorithm.largestContiguousSum",KadaneAlgorithm.java,1,6,4
Public Static Method,"DynamicProgramming.KadaneAlgorithm.main",KadaneAlgorithm.java,5,2,2
Private Static Method,"DynamicProgramming.Knapsack.knapSack",Knapsack.java,3,10,5
Public Static Method,"DynamicProgramming.Knapsack.main",Knapsack.java,2,1,2
Private Static Method,"DynamicProgramming.LevenshteinDistance.calculate_distance",LevenshteinDistance.java,4,16,3
Public Static Method,"DynamicProgramming.LevenshteinDistance.main",LevenshteinDistance.java,3,1,1
Private Static Method,"DynamicProgramming.LevenshteinDistance.minimum",LevenshteinDistance.java,1,3,4
Public Static Method,"DynamicProgramming.LongestCommonSubsequence.getLCS",LongestCommonSubsequence.java,5,18,4
Public Static Method,"DynamicProgramming.LongestCommonSubsequence.lcsString",LongestCommonSubsequence.java,7,4,4
Public Static Method,"DynamicProgramming.LongestCommonSubsequence.main",LongestCommonSubsequence.java,3,2,1
Private Static Method,"DynamicProgramming.LongestIncreasingSubsequence.LIS",LongestIncreasingSubsequence.java,2,5,3
Public Static Method,"DynamicProgramming.LongestIncreasingSubsequence.main",LongestIncreasingSubsequence.java,5,2,2
Private Static Method,"DynamicProgramming.LongestIncreasingSubsequence.upperBound",LongestIncreasingSubsequence.java,1,3,5
Public Static Method,"DynamicProgramming.LongestValidParentheses.getLongestValidParentheses",LongestValidParentheses.java,4,6,3
Public Static Method,"DynamicProgramming.LongestValidParentheses.main",LongestValidParentheses.java,6,3,2
Constructor,"DynamicProgramming.Matrix.Matrix",MatrixChainMultiplication.java,4,1,4
Method,"DynamicProgramming.Matrix.col",MatrixChainMultiplication.java,1,1,2
Method,"DynamicProgramming.Matrix.count",MatrixChainMultiplication.java,1,1,2
Method,"DynamicProgramming.Matrix.row",MatrixChainMultiplication.java,1,1,2
Private Static Method,"DynamicProgramming.MatrixChainMultiplication.input",MatrixChainMultiplication.java,4,1,4
Public Static Method,"DynamicProgramming.MatrixChainMultiplication.main",MatrixChainMultiplication.java,21,192,7
Private Static Method,"DynamicProgramming.MatrixChainMultiplication.matrixChainOrder",MatrixChainMultiplication.java,2,10,5
Private Static Method,"DynamicProgramming.MatrixChainMultiplication.printArray",MatrixChainMultiplication.java,3,3,4
Private Static Method,"DynamicProgramming.MatrixChainMultiplication.printOptimalParens",MatrixChainMultiplication.java,1,2,5
Public Static Method,"DynamicProgramming.MinimumPathSum.minimumPathSum",MinimumPathSum.java,2,13,6
Public Method,"DynamicProgramming.MinimumPathSum.testLessColumns",MinimumPathSum.java,2,1,1
Public Method,"DynamicProgramming.MinimumPathSum.testLessRows",MinimumPathSum.java,2,1,1
Public Method,"DynamicProgramming.MinimumPathSum.testOneRowOneColumn",MinimumPathSum.java,2,1,1
Public Method,"DynamicProgramming.MinimumPathSum.testRegular",MinimumPathSum.java,2,1,1
Public Static Method,"DynamicProgramming.MinimumSumPartition.getMin",MinimumSumPartition.java,2,3,5
Public Static Method,"DynamicProgramming.MinimumSumPartition.getSum",MinimumSumPartition.java,1,2,2
Public Static Method,"DynamicProgramming.MinimumSumPartition.main",MinimumSumPartition.java,1,1,0
Public Static Method,"DynamicProgramming.MinimumSumPartition.subSet",MinimumSumPartition.java,3,60,3
Private Static Method,"DynamicProgramming.RodCutting.cutRod",RodCutting.java,2,3,4
Public Static Method,"DynamicProgramming.RodCutting.main",RodCutting.java,2,1,2
Public Static Method,"DynamicProgramming.SubsetSum.main",SubsetSum.java,1,1,0
Private Static Method,"DynamicProgramming.SubsetSum.subsetSum",SubsetSum.java,1,14,4
Public Method,"Hanoi.(Anon_5).actionPerformed",Hanoi.java,1,1,0
Constructor,"Hanoi.Hanoi",Hanoi.java,4,1,5
Public Method,"Hanoi.Hanoi.(Anon_1).actionPerformed",Hanoi.java,1,1,0
Public Method,"Hanoi.Hanoi.(Anon_2).actionPerformed",Hanoi.java,1,1,0
Public Method,"Hanoi.Hanoi.(Anon_3).actionPerformed",Hanoi.java,2,1,0
Public Method,"Hanoi.Hanoi.(Anon_4).actionPerformed",Hanoi.java,3,2,3
Public Method,"Hanoi.initialize",Hanoi.java,8,1,6
Public Static Method,"Hanoi.main",Hanoi.java,4,1,1
Public Method,"Hanoi.paint",Hanoi.java,7,16,4
Public Method,"Hanoi.startGame",Hanoi.java,10,2,6
Public Method,"Hanoi.towerOfHanoi",Hanoi.java,6,2,7
Public Method,"Hanoi.updateStacks",Hanoi.java,9,37,8
Public Constructor,"Kruskal.Edge.Edge",Kruskal.java,4,1,4
Private Static Method,"Kruskal.addEdge",Kruskal.java,2,1,6
Public Method,"Kruskal.kruskal",Kruskal.java,13,6,8
Lambda Method,"Kruskal.kruskal.(lambda_expr_1)",Kruskal.java,1,1,2
Lambda Method,"Kruskal.kruskal.(lambda_expr_2)",Kruskal.java,1,1,2
Public Static Method,"Kruskal.main",Kruskal.java,4,18,4
Public Static Method,"Maths.AbsoluteMax.absMax",AbsoluteMax.java,2,3,3
Public Static Method,"Maths.AbsoluteMax.main",AbsoluteMax.java,3,1,1
Public Static Method,"Maths.AbsoluteMin.absMin",AbsoluteMin.java,2,3,3
Public Static Method,"Maths.AbsoluteMin.main",AbsoluteMin.java,3,1,1
Public Static Method,"Maths.AbsoluteValue.absVal",AbsoluteValue.java,1,1,2
Public Static Method,"Maths.AbsoluteValue.main",AbsoluteValue.java,4,2,0
Public Static Method,"Maths.AliquotSum.aliquotSum",AliquotSum.java,1,3,2
Public Static Method,"Maths.AliquotSum.main",AliquotSum.java,1,1,0
Static Method,"Maths.AmicableNumber.findAllInRange",AmicableNumber.java,6,4,4
Static Method,"Maths.AmicableNumber.isAmicableNumber",AmicableNumber.java,2,1,3
Public Static Method,"Maths.AmicableNumber.main",AmicableNumber.java,1,1,0
Static Method,"Maths.AmicableNumber.recursiveCalcOfDividerSum",AmicableNumber.java,1,3,3
Public Static Method,"Maths.Area.main",Area.java,9,1,0
Private Static Method,"Maths.Area.surfaceAreaCircle",Area.java,1,1,3
Private Static Method,"Maths.Area.surfaceAreaCube",Area.java,1,1,2
Private Static Method,"Maths.Area.surfaceAreaParallelogram",Area.java,1,1,3
Private Static Method,"Maths.Area.surfaceAreaRectangle",Area.java,1,1,3
Private Static Method,"Maths.Area.surfaceAreaSphere",Area.java,1,1,3
Private Static Method,"Maths.Area.surfaceAreaSquare",Area.java,1,1,2
Private Static Method,"Maths.Area.surfaceAreaTrapezium",Area.java,1,1,4
Private Static Method,"Maths.Area.surfaceAreaTriangle",Area.java,1,1,3
Private Static Method,"Maths.Armstrong.isArmStrong",Armstrong.java,1,6,2
Public Static Method,"Maths.Armstrong.main",Armstrong.java,1,1,0
Public Static Method,"Maths.Average.average",Average.java,1,2,3
Public Static Method,"Maths.Average.average",Average.java,1,2,3
Public Static Method,"Maths.Average.main",Average.java,3,1,1
Public Static Method,"Maths.BinaryPow.binPow",BinaryPow.java,1,3,3
Public Static Method,"Maths.BinaryPow.main",BinaryPow.java,1,1,0
Public Static Method,"Maths.BinaryPow.test",BinaryPow.java,3,1,4
Public Static Method,"Maths.Ceil.ceil",Ceil.java,1,3,2
Public Static Method,"Maths.Ceil.main",Ceil.java,4,2,0
Public Static Method,"Maths.Combinations.combinations",Combinations.java,2,1,3
Public Static Method,"Maths.Combinations.factorial",Combinations.java,2,2,2
Public Static Method,"Maths.Combinations.main",Combinations.java,1,1,0
Public Static Method,"Maths.Factorial.factorial",Factorial.java,2,4,2
Public Static Method,"Maths.Factorial.main",Factorial.java,1,1,0
Public Static Method,"Maths.FactorialRecursion.factorial",FactorialRecursion.java,2,2,2
Public Static Method,"Maths.FactorialRecursion.main",FactorialRecursion.java,1,1,0
Public Static Method,"Maths.FibonacciNumber.isFibonacciNumber",FibonacciNumber.java,2,1,2
Public Static Method,"Maths.FibonacciNumber.isPerfectSquare",FibonacciNumber.java,2,1,2
Public Static Method,"Maths.FibonacciNumber.main",FibonacciNumber.java,1,1,0
Public Static Method,"Maths.FindMax.findMax",FindMax.java,1,3,3
Public Static Method,"Maths.FindMax.main",FindMax.java,7,2,0
Public Static Method,"Maths.FindMaxRecursion.main",FindMaxRecursion.java,8,2,1
Public Static Method,"Maths.FindMaxRecursion.max",FindMaxRecursion.java,2,2,4
Public Static Method,"Maths.FindMaxRecursion.max",FindMaxRecursion.java,2,1,3
Public Static Method,"Maths.FindMin.findMin",FindMin.java,1,3,3
